ID	label	x	y	cluster	weight<Links>	weight<Total link strength>
2317	Kriens Mattenhof=>Luzern Allmend/Messe	0.0126	-0.0046	8	2	1.4872
2318	Luzern Allmend/Messe	0.0148	-0.0028	8	5	3.0064
2319	Krummenau=>Ebnat-Kappel	0.8953	-0.0579	1	2	0.5109
2320	Krummenau=>Nesslau-Neu St. Johann	0.8976	-0.0569	1	2	0.4928
2321	Nesslau-Neu St. Johann	0.8985	-0.0564	1	2	1.2464
2322	Kurzrickenbach Seepark=>Bottighofen	1.0111	-0.2423	9	2	1.5395
2323	Kurzrickenbach Seepark=>Kreuzlingen Hafen	1.0013	-0.2369	9	2	0.7939
2324	Kölliken	0.0311	0.1831	12	4	1.8228
2325	Kölliken=>Kölliken Oberdorf	0.0167	0.1833	12	2	1.4051
2326	Kölliken=>Oberentfelden	0.0442	0.1826	12	2	1.0648
2327	Kölliken Oberdorf	0.0109	0.183	12	4	3
2328	Kölliken Oberdorf=>Kölliken	0.021	0.1833	12	2	1.0077
2329	Kölliken Oberdorf=>Safenwil	-0.0006	0.1825	12	2	0.8256
2330	Safenwil	-0.0177	0.1818	12	4	1.2346
2331	Oberentfelden	0.0522	0.1823	12	4	2.1471
2332	Köniz	-0.6515	0.154	4	4	1.5718
2333	Köniz=>Moos	-0.6614	0.1556	4	2	1.1205
2334	Küblis=>Fideris	1.2878	0.0548	3	2	0.3107
2335	Küblis=>Jenaz	1.2829	0.0523	3	2	0.33
2336	Küblis=>Klosters Dorf	1.3112	0.0657	3	2	0.1669
2337	Küblis=>Klosters Platz	1.319	0.0696	3	2	0.1284
2338	Küblis=>Saas im Prättigau	1.3082	0.064	3	2	0.3735
2339	Küblis=>Schiers	1.2764	0.0496	3	2	0.2361
2340	Küngoldingen	-0.0641	0.1799	12	4	2.5
2341	Küngoldingen=>Walterswil-Striegel	-0.0536	0.1807	12	2	1.0077
2342	Küngoldingen=>Zofingen	-0.0791	0.1781	12	2	0.8256
2343	Walterswil-Striegel	-0.0429	0.1813	12	4	2.5
2344	Küsnacht Goldbach	0.5497	0.0369	1	5	2.375
2345	Küsnacht Goldbach=>Küsnacht ZH	0.5521	0.0354	1	2	1.4965
2346	Küsnacht Goldbach=>Zollikon	0.5469	0.0385	1	2	1.5035
2347	Zollikon	0.5454	0.0392	1	5	3
2348	Küsnacht ZH=>Erlenbach ZH	0.5565	0.0318	1	2	1.3627
2349	Küsnacht ZH=>Meilen	0.574	0.0227	1	2	0.1822
2350	Küsnacht ZH=>Zürich Stadelhofen	0.5382	0.0471	1	2	0.2207
2351	Zürich Stadelhofen	0.5366	0.0484	1	14	2.4006
2352	Küssnacht am Rigi=>Arth-Goldau	0.2476	-0.1152	8	2	0.1477
2353	Küssnacht am Rigi=>Immensee	0.2207	-0.0869	8	2	0.6004
2354	Küssnacht am Rigi=>Meggen Zentrum	0.1705	-0.067	8	2	0.2568
2355	Küssnacht am Rigi=>Merlischachen	0.1833	-0.0748	8	2	0.9761
2356	Meggen Zentrum	0.1624	-0.0631	8	7	2.5775
2357	Merlischachen	0.1813	-0.0738	8	4	2.3374
2358	La Chaudanne-Les Moulins=>Château-d'Oex	-1.1031	-0.3704	2	2	0.7308
2359	La Chaudanne-Les Moulins=>Rossinière	-1.1094	-0.3658	2	2	1.5
2360	La Chaux-de-Fonds	-0.7885	0.4264	7	11	1.1545
2361	La Chaux-de-Fonds=>Le Crêt-du-Locle	-0.7913	0.4298	7	2	0.6198
2362	La Chaux-de-Fonds=>Le Locle	-0.7927	0.4325	7	2	0.1692
2363	La Chaux-de-Fonds=>Le Locle-Col-des-Roches	-0.7951	0.435	7	2	0.1147
2364	La Chaux-de-Fonds=>Les Hauts-Geneveys	-0.8034	0.4098	7	2	0.3095
2365	La Chaux-de-Fonds=>Renan BE	-0.7748	0.435	7	2	0.2148
2366	La Chaux-de-Fonds=>St-Imier	-0.7626	0.4379	7	2	0.1441
2367	Le Crêt-du-Locle	-0.7917	0.431	7	4	1.9577
2368	Le Locle	-0.7933	0.4331	7	6	1.4094
2369	Le Locle-Col-des-Roches	-0.795	0.435	7	3	1.1225
2370	Les Hauts-Geneveys	-0.8134	0.3974	7	4	1.3117
2371	Renan BE	-0.7685	0.4393	7	4	1.2616
2372	La Conversion=>Bossière	-1.1039	-0.0616	6	2	1.5096
2373	La Conversion=>Pully-Nord	-1.1087	-0.0595	6	2	0.8373
2374	Pully-Nord	-1.1102	-0.0579	6	5	2.1723
2375	La Cour=>Champéry-Village	-0.4642	-0.5342	15	2	0.75
2376	La Douay	-0.8623	-0.4973	2	4	1.5833
2377	La Douay=>Orsières	-0.8619	-0.4976	2	2	0.8182
2378	La Douay=>Sembrancher	-0.8628	-0.4959	2	2	0.7652
2379	Orsières	-0.8615	-0.4977	2	4	1.4583
2380	La Heutte	-0.6752	0.4205	7	4	2.3333
2381	La Heutte=>Reuchenette-Péry	-0.6723	0.4152	7	2	1.5263
2382	La Heutte=>Sonceboz-Sombeval	-0.6773	0.4254	7	2	0.807
2383	La Neuveville	-0.769	0.3606	7	4	2.5
2384	La Neuveville=>Le Landeron	-0.7764	0.3586	7	2	0.8333
2385	La Neuveville=>Ligerz	-0.759	0.3627	7	2	1
2386	Ligerz	-0.7499	0.3647	7	4	2.5
2387	La Plaine	-1.3302	-0.03	6	3	1.3333
2388	La Plaine=>Russin	-1.3302	-0.0298	6	2	1.9714
2389	La Plaine=>Satigny	-1.3255	-0.0286	6	2	0.2786
2390	Russin	-1.3297	-0.0296	6	4	2.5
2391	Satigny	-1.3245	-0.0284	6	5	1.4428
2392	La Presta Mines d'asphalte=>Couvet	-0.9866	0.3504	7	2	1.3784
2393	La Presta Mines d'asphalte=>Travers	-0.978	0.3434	7	2	0.8784
2394	Travers	-0.9741	0.3399	7	6	1.3095
2395	La Punt-Chamues-ch=>Bever	1.4595	0.1661	3	2	0.6614
2396	La Punt-Chamues-ch=>Madulain	1.4576	0.1621	3	2	1.4038
2397	Madulain	1.4567	0.1612	3	5	2.3237
2398	La Sarraz=>Arnex	-1.1536	0.0501	6	2	0.7778
2399	La Sarraz=>Cossonay-Penthalaz	-1.1466	0.052	6	2	0.6836
2400	La Sarraz=>Croy-Romainmôtier	-1.161	0.0459	6	2	0.1651
2401	La Tine	-1.1167	-0.3566	2	4	1.6667
2402	La Tine=>Montbovon	-1.1196	-0.3517	2	2	0.75
2403	La Tine=>Rossinière	-1.1146	-0.3598	2	2	0.8333
2404	Montbovon	-1.1241	-0.3416	2	10	1.0741
2405	La Tour-de-Peilz=>Burier	-1.052	-0.2367	6	2	1.4861
2406	La Tour-de-Peilz=>Vevey	-1.0613	-0.2113	6	2	0.7395
2407	La Tour-de-Trême Parqueterie	-1.1792	-0.1821	14	3	2.5
2408	La Tour-de-Trême=>Bulle	-1.1677	-0.1795	14	2	0.75
2409	La Tour-de-Trême Parqueterie=>Les Marches	-1.1826	-0.1829	14	2	1.5
2410	La Tour-de-Trême Ronclina=>Bulle	-1.1582	-0.1995	14	2	0.8333
2411	La Tour-de-Trême Ronclina=>Le Pâquier-Montbarry	-1.1635	-0.2237	14	2	1.5
2412	La Verrerie	-1.171	-0.1924	14	4	1.5
2413	La Verrerie=>Semsales	-1.1725	-0.1945	14	2	1.5
2414	La Verrerie=>Vaulruz-Sud	-1.1693	-0.1911	14	2	0.7
2415	Vaulruz-Sud	-1.1659	-0.1872	14	4	1.7
2416	Lachen=>Altendorf	0.6899	-0.0245	10	2	1.3529
2417	Lachen=>Pfäffikon SZ	0.6637	-0.0271	10	2	0.3971
2418	Lachen=>Siebnen-Wangen	0.719	-0.0202	10	2	0.7727
2419	Siebnen-Wangen	0.7499	-0.0159	10	8	1.6335
2420	Lamone-Cadempino=>Giubiasco	0.2988	-0.5836	8	2	0.1013
2421	Lamone-Cadempino=>Lugano	0.2899	-0.6019	8	2	0.6846
2422	Lamone-Cadempino=>Taverne-Torricella	0.2935	-0.5961	8	2	1.2664
2423	Taverne-Torricella	0.2939	-0.5952	8	4	2.1543
2424	Lancy-Pont-Rouge=>Genève	-1.2727	-0.0211	6	2	1.25
2425	Landquart=>Bad Ragaz	1.1433	0.0031	3	2	0.3327
2426	Landquart=>Chur	1.2063	-0.0082	3	2	0.2775
2427	Landquart=>Grüsch	1.2306	0.0282	3	2	0.1843
2428	Landquart=>Klosters Platz	1.3294	0.0747	3	2	0.0278
2429	Landquart=>Küblis	1.2932	0.057	3	2	0.0542
2430	Landquart=>Landquart Ried	1.202	0.0027	3	2	1.0245
2431	Landquart=>Maienfeld	1.1599	0.0052	3	2	0.5598
2432	Landquart=>Malans	1.2189	0.022	3	2	0.9903
2433	Landquart=>Sargans	1.092	-0.0014	3	2	0.1797
2434	Landquart=>Schiers	1.2493	0.0369	3	2	0.1093
2435	Landquart Ried=>Igis	1.2074	0.0002	3	2	1.0189
2436	Landquart Ried=>Landquart	1.1968	0.0041	3	2	1.0342
2437	Malans	1.2204	0.0227	3	6	1.9228
2438	Landschlacht=>Altnau	1.0297	-0.242	9	2	1.0395
2439	Münsterlingen Spital	1.0238	-0.245	9	3	2
2440	Langendorf	-0.4874	0.3831	7	4	1.7987
2441	Langendorf=>Lommiswil	-0.4896	0.392	7	2	0.8692
2442	Langendorf=>Solothurn West	-0.4855	0.3745	7	2	1.1191
2443	Solothurn West	-0.4839	0.3666	7	6	2.1452
2444	Langenthal=>Herzogenbuchsee	-0.2738	0.2045	4	2	0.3859
2445	Langenthal=>Langenthal Süd	-0.2221	0.1949	4	2	1.15
2446	Langenthal=>Olten	-0.1814	0.2162	4	2	0.2504
2447	Langenthal=>Roggwil-Wynau	-0.1986	0.2061	12	2	0.6273
2448	Langenthal=>Rothrist	-0.1525	0.2067	12	2	0.1474
2449	Langenthal Süd	-0.2218	0.1935	4	4	2.9706
2450	Langenthal Süd=>Langenthal	-0.2233	0.1978	4	2	0.8333
2451	Langenthal Süd=>Lotzwil	-0.2194	0.1895	4	2	1.5
2452	Roggwil-Wynau	-0.1914	0.2063	12	4	2.5
2453	Langnau i.E.=>Emmenmatt	-0.4364	0.0978	4	2	0.7242
2454	Langnau i.E.=>Konolfingen	-0.4612	0.0995	4	2	0.2
2455	Langnau i.E.=>Neumühle	-0.4267	0.1071	4	2	0.6152
2456	Langnau i.E.=>Trubschachen	-0.3952	0.0949	4	2	0.4253
2457	Neumühle	-0.4278	0.1089	4	4	2.5
2458	Langwies GR	1.3002	-0.0359	3	4	1.2356
2459	Langwies GR=>Litzirüti	1.3019	-0.0364	3	2	0.6715
2460	Langwies GR=>Peist	1.2991	-0.036	3	2	0.5927
2461	Peist	1.2935	-0.0347	3	4	1.158
2462	Langwiesen=>Feuerthalen	0.7226	0.0018	9	2	0.8918
2463	Langwiesen=>Schlatt	0.7388	-0.0151	9	2	1.4416
2464	Schlatt	0.7427	-0.0195	9	4	2.5
2465	Lanzenhäusern	-0.6862	0.1639	4	4	1.8333
2466	Lanzenhäusern=>Schwarzenburg	-0.6872	0.1642	4	2	0.699
2467	Lanzenhäusern=>Schwarzwasserbrücke	-0.6853	0.1633	4	2	0.8333
2468	Schwarzenburg	-0.6871	0.1652	4	2	1.199
2469	Schwarzwasserbrücke	-0.6839	0.1623	4	4	2.3333
2470	Lattigen bei Spiez=>Eifeld	-0.6599	-0.2087	2	2	1.0571
2471	Lattigen bei Spiez=>Spiez	-0.6367	-0.1925	2	2	0.8476
2472	Laufen=>Basel SBB	-0.1543	0.3912	5	2	0.1606
2473	Laufen=>Delémont	-0.2533	0.4358	5	2	0.3106
2474	Laufen=>Zwingen	-0.2011	0.4204	5	2	0.7694
2475	Laufenburg	0.0631	0.3123	5	2	1.1652
2476	Laufenburg=>Stein-Säckingen	0.063	0.3121	5	2	1.1652
2477	Laupen	-0.7965	0.1156	6	2	1.1659
2478	Laupen=>Neuenegg	-0.7965	0.115	6	2	1.25
2479	Lausanne=>Fribourg/Freiburg	-0.982	0.0261	6	2	0.036
2480	Lausanne=>Genève	-1.1998	-0.0351	6	2	0.0518
2481	Lausanne=>Montreux	-1.029	-0.2789	2	2	0.0617
2482	Lausanne=>Morges	-1.1651	-0.0155	6	2	0.1383
2483	Lausanne=>Palézieux	-1.0752	-0.039	6	2	0.0924
2484	Lausanne=>Prilly-Malley	-1.1366	-0.0253	6	2	1.0399
2485	Lausanne=>Puidoux	-1.0879	-0.0641	6	2	0.1385
2486	Lausanne=>Pully	-1.1085	-0.1007	6	2	0.703
2487	Lausanne=>Pully-Nord	-1.1111	-0.0575	6	2	1.0358
2488	Lausanne=>Renens VD	-1.1403	-0.0163	6	2	0.2806
2489	Lausanne=>Vallorbe	-1.1587	0.028	6	2	0.0317
2490	Lausanne=>Vevey	-1.0887	-0.1324	6	2	0.1269
2491	Lausanne=>Yverdon-les-Bains	-1.078	0.0867	6	2	0.0618
2492	Prilly-Malley	-1.1373	-0.0241	6	4	3
2493	Pully	-1.1084	-0.1027	6	4	1.862
2494	Vallorbe	-1.1617	0.0339	6	5	0.8449
2495	Lausen=>Itingen	-0.0441	0.2932	5	2	1.481
2496	Lausen=>Liestal	-0.0424	0.2991	5	2	1.0013
2497	Lavorgo=>Bodio TI	0.3102	-0.467	8	2	0.6104
2498	Lavorgo=>Faido	0.3109	-0.4603	8	2	0.6389
2499	Lax=>Fiesch Feriendorf	-0.1816	-0.482	13	2	1
2500	Lax=>Grengiols	-0.2	-0.4771	13	2	0.6286
2501	Le Châble=>Etiez	-0.8652	-0.4981	2	2	1.0947
2502	Le Châble=>Sembrancher	-0.8641	-0.4955	2	2	0.2481
2503	Le Crêt-du-Locle=>La Chaux-de-Fonds	-0.7907	0.43	7	2	0.7563
2504	Le Crêt-du-Locle=>Le Locle	-0.7922	0.4317	7	2	0.7437
2505	Le Day=>Bretonnières	-1.1643	0.04	6	2	0.675
2506	Le Day=>Vallorbe	-1.1632	0.0366	6	2	0.775
2507	Le Landeron=>Cressier NE	-0.7976	0.3504	7	2	1.5
2508	Le Landeron=>La Neuveville	-0.7751	0.3589	7	2	1.5
2509	Le Locle=>La Chaux-de-Fonds	-0.7899	0.4283	7	2	0.2065
2510	Le Locle=>Le Crêt-du-Locle	-0.7925	0.4321	7	2	1.0025
2511	Le Locle=>Le Locle-Col-des-Roches	-0.7952	0.435	7	2	0.4539
2512	Le Locle-Col-des-Roches=>Le Locle	-0.7946	0.4344	7	2	0.9864
2513	Le Prese	1.4208	0.335	3	8	1.4448
2514	Le Prese=>Li Curt	1.4251	0.3313	3	2	0.5575
2515	Le Prese=>Miralago	1.4176	0.3381	3	2	0.4408
2516	Le Prese=>Poschiavo	1.4295	0.3257	3	2	0.2118
2517	Le Prese=>Tirano	1.4132	0.3402	3	2	0.1057
2518	Li Curt	1.4281	0.3286	3	4	1.4881
2519	Le Pâquier-Montbarry=>Gruyères	-1.1639	-0.2344	14	2	0.8333
2520	Le Pâquier-Montbarry=>La Tour-de-Trême Ronclina	-1.1625	-0.2186	14	2	1.5
2521	Leissigen=>Därligen	-0.577	-0.1793	2	2	0.7123
2522	Leissigen=>Faulensee	-0.5957	-0.1789	2	2	0.2444
2523	Leissigen=>Spiez	-0.6014	-0.1776	2	2	0.2542
2524	Lengnau=>Grenchen Süd	-0.561	0.3712	7	2	1.1657
2525	Lengnau=>Pieterlen	-0.5833	0.3744	7	2	1.5
2526	Lengwil=>Kreuzlingen Bernrain	0.9593	-0.2247	9	2	0.8889
2527	Lengwil=>Siegershausen	0.9565	-0.2196	9	2	0.8933
2528	Lenzburg=>Aarau	0.132	0.1873	5	2	0.3429
2529	Lenzburg=>Dottikon-Dintikon	0.1918	0.1431	5	2	0.3494
2530	Lenzburg=>Hendschiken	0.1878	0.1573	5	2	0.6725
2531	Lenzburg=>Hunzenschwil	0.132	0.1748	12	2	0.5732
2532	Lenzburg=>Mägenwil	0.2267	0.167	5	2	0.3494
2533	Lenzburg=>Othmarsingen	0.2	0.1692	5	2	0.415
2534	Lenzburg=>Rupperswil	0.1421	0.1943	5	2	0.5481
2535	Lenzburg=>Seon	0.1503	0.1612	12	2	0.2382
2536	Lenzburg=>Zürich Altstetten	0.3532	0.1195	5	2	0.075
2537	Lenzburg=>Zürich HB	0.2712	0.1374	5	2	0.1339
2538	Mägenwil	0.2295	0.1667	5	6	3.009
2539	Les Arnoux	-0.8327	-0.4525	15	5	2.9844
2540	Les Arnoux=>Ollon	-0.8434	-0.4465	15	2	1.0233
2541	Les Arnoux=>Villy	-0.82	-0.4598	15	2	1.4531
2542	Ollon	-0.8538	-0.44	15	4	1.9774
2543	Villy	-0.8135	-0.4633	15	5	2.9384
2544	Les Avants=>Chamby	-1.0841	-0.3271	2	2	0.2857
2545	Les Avants=>Jor	-1.1055	-0.3372	2	2	0.6571
2546	Les Avants=>Montbovon	-1.1096	-0.3368	2	2	0.1296
2547	Les Avants=>Sendy-Sollard	-1.0902	-0.33	2	2	1.2
2548	Les Cases=>Allières	-1.1142	-0.3416	2	2	0.9783
2549	Les Cases=>Jor	-1.1109	-0.3397	2	2	1.0217
2550	Les Combes=>Flendruz	-1.0768	-0.3846	2	2	1.48
2551	Les Combes=>Les Granges-Gérignoz	-1.085	-0.3841	2	2	1.52
2552	Les Deurres=>Corcelles-Peseux	-0.8743	0.3045	7	2	1
2553	Les Deurres=>Neuchâtel	-0.8731	0.3022	7	2	0.75
2554	Les Evouettes=>Bouveret	-0.9257	-0.5155	2	2	0.7535
2555	Les Evouettes=>Vouvry	-0.9248	-0.512	2	2	1
2556	Vouvry	-0.9246	-0.5096	2	5	2
2557	Les Geneveys-sur-Coffrane=>Chambrelien	-0.834	0.3657	7	2	0.4695
2558	Les Geneveys-sur-Coffrane=>Les Hauts-Geneveys	-0.8186	0.3912	7	2	0.562
2559	Les Granges-Gérignoz=>Les Combes	-1.0827	-0.3847	2	2	1.44
2560	Les Hauts-Geneveys=>La Chaux-de-Fonds	-0.8073	0.4055	7	2	0.545
2561	Les Hauts-Geneveys=>Les Geneveys-sur-Coffrane	-0.8201	0.3891	7	2	0.7913
2562	Les Marches=>Broc-Village	-1.1865	-0.1838	14	2	1.5
2563	Les Marches=>La Tour-de-Trême Parqueterie	-1.1808	-0.1825	14	2	1.5
2564	Route de Morgins	-0.5678	-0.5305	15	2	2
2565	Les Sciernes=>Allières	-1.1177	-0.3425	2	2	0.75
2566	Les Sciernes=>Les Avants	-1.1053	-0.3363	2	2	0.1131
2567	Les Sciernes=>Montbovon	-1.1207	-0.3424	2	2	0.6513
2568	Les Tuileries=>Chambésy	-1.2922	-0.0159	6	2	1.0038
2569	Les Tuileries=>Genthod-Bellevue	-1.2935	-0.0129	6	2	1.4962
2570	Lessoc=>Albeuve	-1.1507	-0.3105	14	2	1.5
2571	Lessoc=>Montbovon	-1.141	-0.3228	14	2	0.6667
2572	Leuggelbach	0.9946	0.0758	10	5	3.1087
2573	Leuggelbach=>Luchsingen-Hätzingen	0.9974	0.0764	10	2	1.2878
2574	Leuggelbach=>Nidfurn-Haslen	0.9911	0.0742	10	2	1.3199
2575	Nidfurn-Haslen	0.9888	0.0731	10	4	2.8077
2576	Leuk	-0.6598	-0.3901	2	8	1.4617
2577	Leuk=>Salgesch	-0.6734	-0.3944	2	2	0.6671
2578	Leuk=>Sierre/Siders	-0.6859	-0.3972	2	2	0.2436
2579	Leuk=>Turtmann	-0.6479	-0.3871	2	2	0.6795
2580	Leuk=>Visp	-0.6203	-0.3748	2	2	0.182
2581	Salgesch	-0.6781	-0.3958	2	4	1.9857
2582	Sierre/Siders	-0.6984	-0.4008	2	10	1.2996
2583	Li Curt=>Le Prese	1.4239	0.3325	3	2	0.5556
2584	Li Curt=>Poschiavo	1.4311	0.3248	3	2	0.7551
2585	Lichtensteig=>Brunnadern-Neckertal	0.9084	-0.0722	1	2	0.5589
2586	Lichtensteig=>Dietfurt	0.8999	-0.0713	1	2	0.565
2587	Lichtensteig=>Wattwil	0.8959	-0.066	1	2	0.6951
2588	Liebefeld=>Bern  Europaplatz	-0.6376	0.1525	4	2	0.8267
2589	Liebefeld=>Köniz	-0.6486	0.1537	4	2	1.4567
2590	Liestal=>Basel SBB	-0.0441	0.3138	5	2	0.2888
2591	Liestal=>Frenkendorf-Füllinsdorf	-0.0329	0.3122	5	2	0.8052
2592	Liestal=>Lausen	-0.0431	0.2974	5	2	0.6348
2593	Liestal=>Muttenz	-0.0285	0.3289	5	2	0.2071
2594	Liestal=>Olten	-0.0708	0.2697	5	2	0.1303
2595	Liestal=>Sissach	-0.0446	0.2883	5	2	0.3134
2596	Ligerz=>La Neuveville	-0.7599	0.363	7	2	1
2597	Ligerz=>Twann	-0.7404	0.366	7	2	0.8333
2598	Twann	-0.7264	0.367	7	4	1.5
2599	Lindenholz=>Madiswil	-0.2093	0.1696	4	2	1.0154
2600	Linthal	1.008	0.0752	10	2	1.5
2601	Linthal Braunwaldbahn	1.0075	0.0755	10	4	2.2327
2602	Linthal Braunwaldbahn=>Linthal	1.0081	0.0749	10	2	0.8226
2603	Littau	-0.043	0.0338	4	4	1.5333
2604	Littau=>Luzern	-0.0259	0.0294	4	2	0.6236
2605	Littau=>Malters	-0.0538	0.0366	4	2	0.7214
2606	Malters	-0.0813	0.044	4	8	1.404
2607	Litzirüti=>Arosa	1.3052	-0.0368	3	2	0.3435
2608	Litzirüti=>Langwies GR	1.3025	-0.0365	3	2	0.3925
2609	Locarno=>Tenero	0.3111	-0.6243	8	2	1.3333
2610	Lohn-Lüterkofen=>Biberist RBS	-0.4932	0.31	4	2	0.8933
2611	Lohn-Lüterkofen=>Bätterkinden	-0.5078	0.2979	4	2	0.7879
2612	Lommiswil=>Im Holz	-0.4926	0.4044	7	2	0.9413
2613	Lommiswil=>Langendorf	-0.49	0.3943	7	2	0.7962
2614	Lonay-Préverenges=>Denges-Echandens	-1.1673	-0.0052	6	2	1.5
2615	Morges-St-Jean	-1.1727	-0.005	6	4	1.5375
2616	Lottstetten=>Jestetten	0.6496	0.0812	1	2	0.8428
2617	Lottstetten=>Rafz	0.638	0.0903	1	2	0.8239
2618	Lotzwil=>Langenthal Süd	-0.2205	0.1913	4	2	1.4706
2619	Lucens=>Granges-Marnand	-1.0251	0.0882	11	2	0.3019
2620	Lucens=>Henniez	-1.0293	0.0814	11	2	0.637
2621	Lucens=>Moudon	-1.0378	0.0612	11	2	0.4218
2622	Luchsingen-Hätzingen=>Diesbach-Betschwanden	1.0016	0.0771	10	2	1.0062
2623	Luchsingen-Hätzingen=>Leuggelbach	0.9958	0.0759	10	2	1.3478
2624	Lugano=>Bellinzona	0.293	-0.5725	8	2	0.102
2625	Lugano=>Chiasso	0.2807	-0.6248	8	2	0.0671
2626	Lugano=>Lamone-Cadempino	0.2911	-0.6009	8	2	0.4695
2627	Lugano=>Lugano-Paradiso	0.2846	-0.6152	8	2	1.1271
2628	Lugano=>Mendrisio	0.2802	-0.6293	8	2	0.0957
2629	Lugano-Paradiso	0.2846	-0.6161	8	4	2.3073
2630	Lugano-Paradiso=>Lugano	0.2856	-0.6122	8	2	0.7947
2631	Lugano-Paradiso=>Melide	0.2834	-0.6189	8	2	0.8225
2632	Melide	0.282	-0.6231	8	4	1.7999
2633	Lungern=>Brünig-Hasliberg	-0.2673	-0.1173	8	2	0.35
2634	Lungern=>Kaiserstuhl OW	-0.2285	-0.1055	8	2	0.45
2635	Lupfig=>Birr	0.2101	0.1823	5	2	1.3214
2636	Lupfig=>Brugg AG	0.2112	0.1939	5	2	0.6094
2637	Luterbach-Attisholz=>Deitingen	-0.3751	0.3304	5	2	0.9933
2638	Luterbach-Attisholz=>Solothurn	-0.4147	0.3342	5	2	0.7902
2639	Lutry=>Cully	-1.1005	-0.1324	6	2	0.5652
2640	Lutry=>Pully	-1.1057	-0.1138	6	2	0.8961
2641	Lutry=>Villette VD	-1.1019	-0.1278	6	2	1.2609
2642	Luzern=>Arth-Goldau	0.2087	-0.0938	8	2	0.0439
2643	Luzern=>Ebikon	0.1159	0.0025	8	2	0.1681
2644	Luzern=>Emmenbrücke	0.015	0.0502	12	2	0.3177
2645	Luzern=>Hergiswil	-0.012	-0.0212	8	2	0.1388
2646	Luzern=>Kriens Mattenhof	0.0073	-0.0087	8	2	0.5007
2647	Luzern=>Littau	-0.0367	0.0324	4	2	0.2193
2648	Luzern=>Luzern Allmend/Messe	0.0155	-0.0016	8	2	1.053
2649	Luzern=>Luzern Verkehrshaus	0.1179	-0.0369	8	2	0.2075
2650	Luzern=>Malters	-0.0715	0.0414	4	2	0.1367
2651	Luzern=>Olten	-0.061	0.1752	5	2	0.0436
2652	Luzern=>Rotkreuz	0.1983	-0.0027	8	2	0.0964
2653	Luzern=>Sarnen	-0.0578	-0.0389	8	2	0.0698
2654	Luzern=>Stans	0.0015	-0.0196	8	2	0.0943
2655	Luzern=>Sursee	-0.0173	0.0788	12	2	0.0942
2656	Luzern=>Zug	0.2699	0.0136	10	2	0.0643
2657	Luzern Allmend/Messe=>Kriens Mattenhof	0.0101	-0.0064	8	2	1.5
2658	Luzern Allmend/Messe=>Luzern	0.021	0.0032	8	2	0.75
2659	Luzern Verkehrshaus	0.1298	-0.0441	8	4	0.9797
2660	Luzern Verkehrshaus=>Luzern	0.101	-0.0263	8	2	0.4025
2661	Luzern Verkehrshaus=>Meggen Zentrum	0.149	-0.0553	8	2	0.7139
2662	Sursee	-0.0427	0.111	12	12	1.7535
2663	Lyss=>Bern	-0.6378	0.2491	7	2	0.1602
2664	Lyss=>Biel/Bienne	-0.6527	0.3378	7	2	0.2578
2665	Lyss=>Busswil	-0.6585	0.3191	7	2	0.6782
2666	Lyss=>Lyss Grien	-0.6958	0.2917	11	2	1.0575
2667	Lyss=>Schüpfen	-0.6267	0.2689	7	2	0.3506
2668	Lyss=>Suberg-Grossaffoltern	-0.6391	0.2818	7	2	1.1034
2669	Lyss Grien=>Aarberg	-0.7076	0.2876	11	2	1.0263
2670	Lyss Grien=>Lyss	-0.6811	0.2947	11	2	0.807
2671	Schüpfen	-0.625	0.2666	7	6	2.117
2672	Suberg-Grossaffoltern	-0.6375	0.2795	7	4	2.5
2673	Lyssach=>Burgdorf	-0.4744	0.2018	4	2	0.7722
2674	Lyssach=>Hindelbank	-0.5088	0.2009	4	2	0.9178
2675	Lädeli=>Heimberg	-0.5504	0.0468	4	2	1.0431
2676	Lädeli=>Steffisburg	-0.5643	0.0338	4	2	1.3605
2677	Steffisburg	-0.5671	0.0308	4	8	3.2924
2678	Läufelfingen=>Buckten	-0.0727	0.2761	5	2	1.322
2679	Läufelfingen=>Trimbach	-0.0811	0.2659	5	2	0.6384
2680	Trimbach	-0.0842	0.2613	5	4	1.8333
2681	Léchelles=>Cousset	-0.9809	0.1052	11	2	0.8254
2682	Léchelles=>Grolley	-0.972	0.0998	11	2	0.7079
2683	Lüen-Castiel=>Chur Altstadt	1.2682	-0.0302	3	2	0.2841
2684	Lüen-Castiel=>St. Peter-Molinis	1.2795	-0.032	3	2	0.3549
2685	St. Peter-Molinis	1.2884	-0.0334	3	4	1.3685
2686	Lütisburg=>Bazenheid	0.8908	-0.0819	1	2	1.0067
2687	Lütisburg=>Bütschwil	0.895	-0.0787	1	2	0.9933
2688	Lützelflüh-Goldbach=>Hasle-Rüegsau	-0.4472	0.1428	4	2	0.814
2689	Lützelflüh-Goldbach=>Ramsei	-0.4416	0.1349	4	2	0.8143
2690	Maccagno=>Colmegna	0.3237	-0.6933	8	2	1.3333
2691	Maccagno=>Pino-Tronzano	0.3232	-0.6889	8	2	0.5833
2692	Pino-Tronzano	0.3226	-0.6853	8	4	1.5
2693	Madiswil=>Gutenburg	-0.2135	0.1792	4	2	1.4776
2694	Madulain=>La Punt-Chamues-ch	1.4585	0.1636	3	2	1.2875
2695	Madulain=>Zuoz	1.4531	0.1584	3	2	1.1212
