PID,ISB,Strecke_Nummer,Strecke_Bezeichnung,Strecke_Art,BP_Von_Abschnitt,BP_Von_Abschnitt_Bezeichnung,BP_Bis_Abschnitt,BP_Bis_Abschnitt_Bezeichnung,Anzahl_Zuege,gdname,gd_ident,didok,KOORDZ,KOORDY,KOORDX,Reiner Betriebspunkt,TU Nummer,Bedienpunkt Cargo,land,Haltestelle,Gde Nummer,gdnr,TU Abkuerzung,Tarifhaltestelle,geopos_von,geopos_bis
SBB_VAL_VALF,SBB,9,Daillens - Vallorbe Frontière,STRECKE,VAL,Vallorbe,VALF,Vallorbe-Frontière,4192,Vallorbe,Ident,1103,806.3,518333.08,174023.63,None,11,*,Switzerland,*,5764,5764,SBB CFF FFS,None,"6.37056558895, 46.7124034589","6.34776533424, 46.7135933743"
SBB_MGT_RANS,SBB,23,Löchligut - Zollikofen - Burgdorf - Olten,STRECKE,MGT,Murgenthal,RANS,Rank (Spw),50713,Murgenthal,Ident,8102,413.8,629778.34,235015.92,None,11,*,Switzerland,*,4279,4279,SBB CFF FFS,None,"7.83210438375, 47.2653773955","7.8524539818, 47.2896376388"
SBB_RTW_HB,SBB,23,Löchligut - Zollikofen - Burgdorf - Olten,STRECKE,RTW,Riedtwil,HB,Herzogenbuchsee,32136,Seeberg,Ident,8007,496.7,619316.85,221050.06,None,11,*,Switzerland,None,988,988,SBB CFF FFS,None,"7.69327526839, 47.140147656","7.70094495609, 47.1880773764"
SBB_GUES_RUB,SBB,24,Wankdorf - Thun,STRECKE,GUES,Gümligen Süd (Abzw),RUB,Rubigen,80233,Allmendingen,div,15643,573.9,606177.12,197241.35,*,11,None,Switzerland,None,356,630,SBB CFF FFS,None,"7.51973926522, 46.9262396321","7.54536936882, 46.8991601444"
SBB_RUB_MS,SBB,24,Wankdorf - Thun,STRECKE,RUB,Rubigen,MS,Münsingen,80242,Rubigen,Ident,7005,549.1,608133.2,194233.24,None,11,*,Switzerland,*,623,623,SBB CFF FFS,None,"7.54536936882, 46.8991601444","7.55942946087, 46.8733399921"
SBB_BOW_SCHG,SBB,26,Gümligen Süd - Fluhmühle,STRECKE,BOW,Bowil,SCHG,Schlossberg (Signau),41036,Bowil,Ident,8204,706.5,619766.9,194358.07,None,11,*,Switzerland,*,605,605,SBB CFF FFS,None,"7.69804807001, 46.9000399265","7.71220775498, 46.9071498613"
SBB_KF_ZAE,SBB,26,Gümligen Süd - Fluhmühle,STRECKE,KF,Konolfingen,ZAE,Zäziwil,41241,Konolfingen,Ident,8202,663.2,613928.33,192190.58,None,11,*,Switzerland,*,612,612,SBB CFF FFS,None,"7.62135900071, 46.8806903112","7.66287844203, 46.8997400548"
SBB_SCHG_SIGN,SBB,26,Gümligen Süd - Fluhmühle,STRECKE,SCHG,Schlossberg (Signau),SIGN,Signau,41036,Bowil,div,16279,700.7,620843.09,195152.13,*,11,None,Switzerland,None,907,605,SBB CFF FFS,None,"7.71220775498, 46.9071498613","7.72544725963, 46.919629722"
SBB_WB_BACH,SBB,26,Gümligen Süd - Fluhmühle,STRECKE,WB,Worb SBB,BACH,Bachtele (Trimstein),41242,Worb,Ident,8200,607.4,609613.92,196020.78,None,11,*,Switzerland,*,627,627,SBB CFF FFS,None,"7.56483894502, 46.9152198498","7.57678910359, 46.899099965"
SBB_PRW_PRUW,SBB,27,Mutenz - HBT - Olten Nord,STRECKE,PRW,Pratteln West,PRUW,Pratteln Ueberwerfung,89501,Muttenz,div,15422,286.6,617578.39,263901.45,*,11,None,Switzerland,None,2831,2770,SBB CFF FFS,None,"7.67203282546, 47.5256148832","7.67909274461, 47.5233449195"
SBB_BGVL_BGS,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,BGVL,Brugg AG VL,BGS,Brugg AG Süd (Abzw),252,Windisch,Ident,340,358.7,657773.17,258517.1,None,11,*,Switzerland,None,4123,4123,SBB CFF FFS,None,"8.20502885757, 47.4748886721","8.20807886869, 47.4719787193"
SBB_EFG_SDO,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,EFG,Effingen,SDO,Schinznach Dorf,30677,Effingen,Ident,307,460.9,649904.29,258630,None,11,*,Switzerland,None,4096,4096,SBB CFF FFS,None,"8.10066012461, 47.4765478962","8.13075967918, 47.4570881219"
SBB_EI_NIF,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,EI,Eiken,NIF,Niederfeld (Spw),45147,Eiken,Ident,304,328.5,641501.54,264844.97,None,11,None,Switzerland,*,4161,4161,SBB CFF FFS,None,"7.98977080167, 47.5330267161","7.99530077299, 47.5294366897"
SBB_RF_MOE,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,RF,Rheinfelden,MOE,Möhlin,61466,Rheinfelden,Ident,301,284.3,626611.85,266780.52,None,11,*,Switzerland,*,4258,4258,SBB CFF FFS,None,"7.79215190929, 47.5512053038","7.83385136436, 47.5618454519"
SBB_VSPW_BGN,SBB,29,Pratteln - Stein-Säckingen - Brugg Süd / Brugg,STRECKE,VSPW,Villnachern (Spw),BGN,Brugg AG Nord (Abzw),30681,Villnachern,Ident,312,395.7,654757.01,258512.84,*,11,None,Switzerland,None,4122,4122,SBB CFF FFS,None,"8.16501901783, 47.4751082811","8.19775874602, 47.4815585911"
SBB_FU_FE,SBB,30,Stein-Säckingen - Laufenburg - Koblenz,STRECKE,FU,Full,FE,Felsenau AG,87,Full-Reuenthal,Ident,327,315.6,657020.19,273466.32,None,11,*,Switzerland,None,4307,4307,SBB CFF FFS,None,"8.19695632415, 47.609397785","8.22115624289, 47.6055579877"
SBB_DT_GLZB,SBB,33,Killwangen - Zürich Altstetten,STRECKE,DT,Dietikon,GLZB,Glanzenberg,239365,Dietikon,Ident,3508,388.3,672938.17,250999.14,None,11,*,Switzerland,*,243,243,SBB CFF FFS,None,"8.40495794918, 47.4057701595","8.42040791927, 47.3988703306"
SBB_KLW_SILB,SBB,33,Killwangen - Zürich Altstetten,STRECKE,KLW,Killwangen-Spreitenbach,SILB,Silberen (Abzw),214795,Killwangen,Ident,3506,393.2,669069.76,254017.16,None,11,*,Switzerland,*,4030,4030,SBB CFF FFS,None,"8.35417789928, 47.433329807","8.38694816601, 47.4213498066"
SBB_DKW_DKRB,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,DKW,Däniken West (Abzw),DKRB,Däniken RB,85,Däniken,Ident,2142,384.3,639999.6,244699.91,*,11,None,Switzerland,None,2572,2572,SBB CFF FFS,None,"7.96802220772, 47.3519379716","7.97127223311, 47.3534080351"
SBB_DU_DKW,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,DU,Dulliken,DKW,Däniken West (Abzw),149821,Dulliken,Ident,2110,394.3,638370.48,244947.09,None,11,*,Switzerland,*,2573,2573,SBB CFF FFS,None,"7.94648249949, 47.3542578863","7.96802220772, 47.3519379716"
SBB_GEXI_OTH,SBB,35,Olten Ost - Heitersberg - Killwangen,STRECKE,GEXI,Gexi,OTH,Othmarsingen,148843,Lenzburg,Ident,2133,422.3,656926.48,249350.26,None,11,*,Switzerland,None,4201,4201,SBB CFF FFS,None,"8.19262959199, 47.3925188913","8.21477937034, 47.4074188664"
SBB_LTC_LTE,SBB,102,Lausanne Triage,KNOTEN,LTC,Lausanne-Triage C,LTE,Lausanne-Triage Est,114,Denges,div,15340,395.7,531446.36,153673.55,*,11,None,Switzerland,None,5633,5632,SBB CFF FFS,None,"6.54508609966, 46.5308347625","6.55347586332, 46.5356848592"
SBB_LTP_LTB,SBB,102,Lausanne Triage,KNOTEN,LTP,Lausanne-Triage P1,LTB,Lausanne-Triage B,199,Lonay,Ident,15640,391.9,530137.91,153121.64,*,11,None,Switzerland,None,5638,5638,SBB CFF FFS,None,"6.52811641082, 46.525734774","6.53931625181, 46.5280647761"
SBB_LTS_LTAB,SBB,102,Lausanne Triage,KNOTEN,LTS,Lausanne-Triage Sud,LTAB,Lausanne-Triage A/B,300,Denges,Ident,1143,392.1,530588.07,153031.94,*,11,None,Switzerland,None,5632,5632,SBB CFF FFS,None,"6.53399639992, 46.5249748469","6.54397618299, 46.5297946948"
SBB_BNSH_BWMS,SBB,103,Bern,KNOTEN,BNSH,Bern Steigerhubel (Abzw),BWMS,Bern Weyermannshaus (Spw),91197,Bern,Ident,15644,551.4,597864.22,199555.34,*,11,None,Switzerland,None,351,351,SBB CFF FFS,None,"7.41057924904, 46.9470788181","7.41372933904, 46.9492188057"
SBB_BNWM_JKLM,SBB,103,Bern,KNOTEN,BNWM,Bern Weyermannshaus,JKLM,Bern JKLM,7243,Bern,Ident,7010,551.1,597890.12,199582.01,None,11,*,Switzerland,None,351,351,SBB CFF FFS,None,"7.41091932109, 46.9473188052","7.42889938774, 46.9482389532"
SBB_BWMS_BWMB,SBB,103,Bern,KNOTEN,BWMS,Bern Weyermannshaus (Spw),BWMB,Bern Weyermannshaus (Spw) BLS,32670,Bern,Ident,15647,550.8,598104.12,199793.16,*,11,None,Switzerland,None,351,351,SBB CFF FFS,None,"7.41372933904, 46.9492188057","7.41367926317, 46.9492788822"
SBB_BWYW_BWY,SBB,103,Bern,KNOTEN,BWYW,Bern Wyler West (Spw),BWY,Bern Wyler,320735,Bern,Ident,19180,549.1,600822.47,201419.3,None,11,*,Switzerland,None,351,351,SBB CFF FFS,None,"7.4494393583, 46.963848695","7.46079946582, 46.966628724"
SBB_LGUT_LGUS,SBB,103,Bern,KNOTEN,LGUT,Löchligut (Abzw),LGUS,Löchligut Süd (Abzw),203206,Ittigen,Ident,4449,538.5,602079.16,203280.59,*,11,None,Switzerland,None,362,362,SBB CFF FFS,None,"7.46595954225, 46.9805886425","7.47006958631, 46.970158755"
SBB_BIRW_MAD,SBB,104,Biel/Bienne,KNOTEN,BIRW,Biel/Bienne RB West,MAD,Madretsch,885,Biel/Bienne,Ident,4341,438.3,586525.62,220869.49,*,11,None,Switzerland,None,371,371,SBB CFF FFS,None,"7.26100776881, 47.1386647382","7.25943801024, 47.1274749265"
SBB_OL_OLNO,SBB,105,Olten,KNOTEN,OL,Olten,OLNO,Olten Nord-Ost (Abzw),146226,Olten,Ident,218,396.4,635440.62,244669.8,None,11,*,Switzerland,*,2581,2581,SBB CFF FFS,None,"7.90768306001, 47.351927754","7.91515305143, 47.359807754"
SBB_BSDH_BS,SBB,106,Basel SBB PB / GB,KNOTEN,BSDH,Basel Dreispitz,BS,Basel SBB,44996,Basel,Ident,136,276.5,612824.14,265250.17,None,11,None,Switzerland,*,2701,2701,SBB CFF FFS,None,"7.60894363708, 47.537854527","7.5895540965, 47.547394436"
SBB_BSVL_BSJA,SBB,106,Basel SBB PB / GB,KNOTEN,BSVL,Basel SBB GB VL,BSJA,Basel St. Jakob,29,Basel,Ident,47,277.1,613100.2,265368.63,*,11,None,Switzerland,None,2701,2701,SBB CFF FFS,None,"7.61261353293, 47.5389145059","7.61952339943, 47.542594486"
SBB_BSNK_BRBG,SBB,107,Basel SBB RB,KNOTEN,BSNK,Basel SBB RB Nordkopf (Abzw),BRBG,Basel SBB RB Gr G,2690,Muttenz,Ident,44,277.9,614587,265452.15,None,11,*,Switzerland,None,2770,2770,SBB CFF FFS,None,"7.63236321552, 47.5396344686","7.63972319772, 47.5381245117"
SBB_GELL_BSNK,SBB,107,Basel SBB RB,KNOTEN,GELL,Gellert,BSNK,Basel SBB RB Nordkopf (Abzw),497,Basel,Ident,45,265.5,613310.7,266513.21,*,11,None,Switzerland,None,2701,2701,SBB CFF FFS,None,"7.61544339108, 47.5492043439","7.63236321552, 47.5396344686"
SBB_RBLB_RBLZ,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLB,RBL Gleis 115,RBLZ,RBL Kopf Zürich,161,Dietikon,Ident,17169,388.9,672379.05,251845.11,*,11,None,Switzerland,None,243,243,SBB CFF FFS,None,"8.39768805757, 47.413440061","8.40341795271, 47.4086001187"
SBB_RBLM_RBLL,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLM,RBL Mitte (Abzw),RBLL,RBL L-Gruppe,194,Spreitenbach,Ident,3545,390.1,671297.88,252814.9,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.38351804582, 47.4222797931","8.39370812365, 47.4160898679"
SBB_RBLN_RBLM,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLN,RBL Nord (Abzw),RBLM,RBL Mitte (Abzw),10,Spreitenbach,Ident,3548,393,670239.4,253428.26,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.36958801367, 47.4279097992","8.38351804582, 47.4222797931"
SBB_BOSN_BON,SBB,61,Zürich Altstetten - Kollermühle,STRECKE,BOSN,Bonstetten Nord (Spw),BON,Bonstetten-Wettswil,52535,Wettswil am Albis,Ident,17120,526.9,677697.81,243102.91,*,11,None,Switzerland,None,14,14,SBB CFF FFS,None,"8.46663945308, 47.3342111395","8.46815957829, 47.3258913805"
SBB_KE_TOEM,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,KE,Kemptthal,TOEM,Tössmühle,173360,Lindau,Ident,3304,469.4,695541.06,256553.76,None,11,*,Switzerland,*,176,176,SBB CFF FFS,None,"8.70555818335, 47.4528312432","8.7065279893, 47.4693613135"
SBB_OP_RT,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,OP,Opfikon,RT,Riet (Verzw),30256,Opfikon,Ident,3340,434.8,684734.11,253844.95,None,11,*,Switzerland,*,66,66,SBB CFF FFS,None,"8.56175806981, 47.4299511141","8.56501798474, 47.4389711754"
SBB_RT_KLB,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,RT,Riet (Verzw),KLB,Kloten Balsberg,30256,Opfikon,Ident,3339,433.4,684965.64,254851.26,None,11,*,Switzerland,None,66,66,SBB CFF FFS,None,"8.56501798474, 47.4389711754","8.5706878746, 47.4422812045"
SBB_ZFH_DORF,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,ZFH,Zürich Flughafen,DORF,Dorfnest (Abzw),112996,Kloten,Ident,3016,424.9,684747.57,256116.87,None,11,*,Switzerland,*,62,62,SBB CFF FFS,None,"8.56236767655, 47.4503810926","8.60954793144, 47.4433713823"
SBB_ZOER_OPS,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,ZOER,Zürich Oerlikon,OPS,Opfikon Süd,194533,Zürich,Ident,3006,442,683430.72,251778.22,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.54409831427, 47.4115310209","8.55731811036, 47.4245711463"
SBB_DTL_HURW,SBB,63,Zürich Oerlikon - Wallisellen - Hürlistein,STRECKE,DTL,Dietlikon,HURW,Hürlistein West,108915,Dietlikon,Ident,3306,445.2,689086.68,252823.59,None,11,None,Switzerland,*,54,54,SBB CFF FFS,None,"8.61923831838, 47.4201912333","8.64923824134, 47.4244212835"
SBB_ZOER_WS,SBB,63,Zürich Oerlikon - Wallisellen - Hürlistein,STRECKE,ZOER,Zürich Oerlikon,WS,Wallisellen,74974,Zürich,Ident,3006,442,683430.72,251778.22,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.54409831427, 47.4115310209","8.59189829059, 47.4127111754"
SBB_DUE_SCWE,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,DUE,Dübendorf,SCWE,Schwerzenbach ZH,118454,Dübendorf,Ident,3128,440.1,689434.36,250591.56,None,11,*,Switzerland,*,191,191,SBB CFF FFS,None,"8.62339862553, 47.4000711582","8.65864862325, 47.3843809843"
SBB_NGUT_CHRI,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,NGUT,Neugut (Abzw),CHRI,Chriesbach (Abzw),87293,Dübendorf,Ident,3148,430.1,687920.79,250987,*,11,None,Switzerland,None,191,191,SBB CFF FFS,None,"8.6034284778, 47.4038312239","8.61345858998, 47.4042811913"
SBB_NGUT_DTL,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,NGUT,Neugut (Abzw),DTL,Dietlikon,64046,Dübendorf,Ident,3148,430.1,687920.79,250987,*,11,None,Switzerland,None,191,191,SBB CFF FFS,None,"8.6034284778, 47.4038312239","8.61923831838, 47.4201912333"
SBB_WS_CHRI,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,WS,Wallisellen,CHRI,Chriesbach (Abzw),31969,Wallisellen,Ident,3129,431,687036.03,251961.34,None,11,*,Switzerland,*,69,69,SBB CFF FFS,None,"8.59189829059, 47.4127111754","8.61345858998, 47.4042811913"
SBB_WZ_BUB,SBB,64,Zürich Stadelhofen / Wallisellen - Uster - Rapperswil,STRECKE,WZ,Wetzikon,BUB,Bubikon,56010,Wetzikon (ZH),Ident,3123,531.9,702337.21,241677.82,None,11,*,Switzerland,*,121,121,SBB CFF FFS,None,"8.79225902363, 47.318031647","8.8226895746, 47.2708415294"
SBB_KGO_KUES,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,KGO,Küsnacht Goldbach,KUES,Küsnacht ZH,82093,Zürichsee (ZH),div,3141,417.5,685970.07,242398.67,None,11,None,Switzerland,*,154,9051,SBB CFF FFS,None,"8.57593938464, 47.3268510555","8.5805994477, 47.3191510763"
SBB_WIN_HERL,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,WIN,Winkel am Zürichsee,HERL,Herrliberg-Feldmeilen,79686,Erlenbach (ZH),Ident,3111,425.3,687758.79,239128.03,None,11,None,Switzerland,*,151,151,SBB CFF FFS,None,"8.59895948948, 47.2972011607","8.61270957963, 47.2818211377"
SBB_ZSTH_ZTB,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,ZSTH,Zürich Stadelhofen,ZTB,Zürich Tiefenbrunnen,86320,Zürich,Ident,3003,411.4,683830.41,246789.05,None,11,None,Switzerland,*,261,261,SBB CFF FFS,None,"8.5484586696, 47.3666110816","8.56135885195, 47.3501213021"
SBB_ZTB_ZK,SBB,65,Zürich Stadelhofen - Meilen - Rapperswil,STRECKE,ZTB,Zürich Tiefenbrunnen,ZK,Zollikon,82134,Zürich,Ident,3004,408.9,684830.98,244969.74,None,11,*,Switzerland,*,261,261,SBB CFF FFS,None,"8.56135885195, 47.3501213021","8.56970913149, 47.3373311872"
SBB_ETH_BAET,SBB,66,Effretikon - Wetzikon - Bäretswil Tobel,STRECKE,ETH,Ettenhausen-Emmetschloo,BAET,Bäretswil Tobel (Agl),124,Wetzikon (ZH),Ident,3131,648.5,705501.03,242488.29,None,84,*,Switzerland,*,121,121,ST,None,"8.83428940019, 47.3248216683","8.84453946187, 47.3349016287"
SBB_FET_WITZ,SBB,66,Effretikon - Wetzikon - Bäretswil Tobel,STRECKE,FET,Fehraltorf,WITZ,Witzberg (Agl),33019,Fehraltorf,Ident,3302,531.8,699036.77,249081.97,None,11,None,Switzerland,*,172,172,SBB CFF FFS,None,"8.75024880328, 47.3851214676","8.77003885444, 47.3739615337"
SBB_GDBE_CRGD,SBB,1,Genève Aéroport - Lausanne,STRECKE,GDBE,Genthod-Bellevue,CRGD,Creux-de-Genthod,126311,Bellevue,div,1021,385.9,500941.62,123625.92,None,11,None,Switzerland,*,6622,6606,SBB CFF FFS,None,"6.15395779335, 46.2567477219","6.16130835663, 46.2637776322"
SBB_GEAP_CHNE,SBB,1,Genève Aéroport - Lausanne,STRECKE,GEAP,Genève-Aéroport,CHNE,Châtelaine (bif),74510,Le Grand-Saconnex,Ident,1026,424.4,497659.5,120990.12,None,11,*,Switzerland,*,6623,6623,SBB CFF FFS,None,"6.1119787742, 46.232548337","6.10258990036, 46.2171378957"
SBB_GLA_GIBU,SBB,1,Genève Aéroport - Lausanne,STRECKE,GLA,Gland,GIBU,Gilly-Bursinel,99446,Gland,Ident,1031,415.8,510093.01,141630.97,None,11,*,Switzerland,*,5721,5721,SBB CFF FFS,None,"6.26913796108, 46.4199840811","6.30636755445, 46.4450640594"
SBB_LON_LONA,SBB,1,Genève Aéroport - Lausanne,STRECKE,LON,Lonay-Préverenges,LONA,Lonay A (bif),121566,Lonay,Ident,1048,387.3,529476.99,152839.17,None,11,None,Switzerland,*,5638,5638,SBB CFF FFS,None,"6.51954651724, 46.5231245197","6.52102645356, 46.523614557"
SBB_MUR_CRA,SBB,1,Genève Aéroport - Lausanne,STRECKE,MUR,Murat (diag),CRA,Crans,98356,Céligny,Ident,1029,394.7,505151.07,134324.48,*,11,None,Switzerland,None,6610,6610,SBB CFF FFS,None,"6.20635866785, 46.3535838483","6.21247863654, 46.3587539227"
SBB_NY_PRN,SBB,1,Genève Aéroport - Lausanne,STRECKE,NY,Nyon,PRN,Prangins,98503,Nyon,Ident,1030,406.1,507482.59,137715.88,None,11,*,Switzerland,*,5724,5724,SBB CFF FFS,None,"6.23596879248, 46.3844138899","6.24498850107, 46.3960039685"
SBB_VEN_TUI,SBB,1,Genève Aéroport - Lausanne,STRECKE,VEN,Vengeron (diag),TUI,Les Tuileries,126310,Pregny-Chambésy,Ident,1018,389.5,500413.25,122452.82,*,11,None,Switzerland,None,6634,6634,SBB CFF FFS,None,"6.14735733747, 46.2461182512","6.14732757249, 46.2499580317"
SBB_VSX_PTC,SBB,1,Genève Aéroport - Lausanne,STRECKE,VSX,Versoix,PTC,Pont-Céard,126302,Versoix,Ident,1022,388.2,501891.52,126165.33,None,11,*,Switzerland,*,6644,6644,SBB CFF FFS,None,"6.16573981926, 46.2797277257","6.16267012816, 46.2874074222"
SBB_JON_LABA,SBB,2,St-Jean / Furet - Lancy-Bâtie - Chêne-Bourg-Fr. - (Annemasse),STRECKE,JON,Jonction (Genève),LABA,Lancy-Bâtie (bif),25816,Genève,Ident,1041,385.5,498286.22,117566.22,None,11,*,Switzerland,None,6621,6621,SBB CFF FFS,None,"6.12084808769, 46.2018478104","6.12512743566, 46.1898778174"
SBB_COI_CHNE,SBB,3,La Plaine Frontière - Genève,STRECKE,COI,Vernier,CHNE,Châtelaine (bif),40982,Vernier,Ident,1007,428.8,496241.7,119700.09,None,11,None,Switzerland,*,6643,6643,SBB CFF FFS,None,"6.09389003989, 46.2207279844","6.10258990036, 46.2171378957"
SBB_BURI_CL,SBB,4,Lausanne - St. Maurice,STRECKE,BURI,Burier,CL,Clarens,59825,La Tour-de-Peilz,Ident,1202,396.3,556852.89,144215.01,None,11,None,Switzerland,*,5889,5889,SBB CFF FFS,None,"6.87711423951, 46.4478764653","6.89577416732, 46.4427363866"
SBB_LTY_VTE,SBB,4,Lausanne - St. Maurice,STRECKE,LTY,Lutry,VTE,Villette VD,82748,Lutry,Ident,1122,402.8,542582.32,150549.74,None,11,None,Switzerland,*,5606,5606,SBB CFF FFS,None,"6.69061572053, 46.5037856538","6.70728556627, 46.4953358693"
SBB_VTE_CU,SBB,4,Lausanne - St. Maurice,STRECKE,VTE,Villette VD,CU,Cully,82748,Lac Léman (VD),div,1123,385.3,543853.07,149598.37,None,11,None,Switzerland,*,5613,9758,SBB CFF FFS,None,"6.70728556627, 46.4953358693","6.72714528237, 46.488555847"
SBB_MTH_MAS,SBB,5,Les Paludes - Monthey,STRECKE,MTH,Monthey,MAS,Massongex,24991,Monthey,Ident,1421,406.3,562722.99,122806.13,None,11,*,Switzerland,*,6153,6153,SBB CFF FFS,None,"6.95522840711, 46.2556470621","6.98564768557, 46.2411971485"
SBB_COS_DAIL,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,COS,Cossonay-Penthalaz,DAIL,Daillens,76299,Penthalaz,Ident,1115,428.4,529902.18,162048.2,None,11,*,Switzerland,*,5495,5495,SBB CFF FFS,None,"6.52368535405, 46.6060041758","6.54248539075, 46.6322842534"
SBB_CRNE_LD,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,CRNE,Cressier NE,LD,Le Landeron,46427,Cressier (NE),Ident,4224,436.3,569676.04,211289.51,None,11,None,Switzerland,*,6452,6452,SBB CFF FFS,None,"7.0395405529, 47.0519348681","7.06634079964, 47.0566249315"
SBB_ECL_BAV,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,ECL,Eclépens,BAV,Bavois,57314,Eclépens,Ident,1114,455.3,532168.3,167712.02,None,11,*,Switzerland,*,5482,5482,SBB CFF FFS,None,"6.55242491391, 46.6571843051","6.55933478802, 46.6876743462"
SBB_LIG_TWN,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,LIG,Ligerz,TWN,Twann,46376,Bielersee (BE),div,4227,433.9,576954.35,214794.39,None,11,None,Switzerland,*,740,9149,SBB CFF FFS,None,"7.13514943571, 47.0837549679","7.15649883305, 47.0936548007"
SBB_NEBI_NE,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,NEBI,Neuchâtel-Vauseyon (bif),NE,Neuchâtel,116304,Neuchâtel,Ident,15347,474.9,560521.09,204672.87,*,11,None,Switzerland,None,6458,6458,SBB CFF FFS,None,"6.91963379609, 46.9919357075","6.93571352774, 46.9967255727"
SBB_ONB_CC,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,ONB,Onnens-Bonvillars,CC,Concise,32082,Onnens (VD),Ident,4202,435.8,542879.41,187092.36,None,11,*,Switzerland,None,5565,5565,SBB CFF FFS,None,"6.68993413176, 46.8325152002","6.72317472087, 46.8508755224"
SBB_YV_GRS,SBB,6,Renens - Yverdon - Neuchâtel - Biel,STRECKE,YV,Yverdon-les-Bains,GRS,Grandson,60763,Yverdon-les-Bains,Ident,4200,434.1,539100.59,181499.75,None,11,*,Switzerland,*,5938,5938,SBB CFF FFS,None,"6.64115352043, 46.7818744763","6.64194298034, 46.8062746752"
SBB_GS_BET,SBB,7,Biel Mett - Solothurn,STRECKE,GS,Grenchen Süd,BET,Bettlach,56612,Grenchen,Ident,202,440,596934.14,226424.87,None,11,*,Switzerland,*,2546,2546,SBB CFF FFS,None,"7.39817611336, 47.1887654465","7.42836616113, 47.1949357119"
SBB_LEN_GS,SBB,7,Biel Mett - Solothurn,STRECKE,LEN,Lengnau,GS,Grenchen Süd,56149,Lengnau (BE),Ident,201,439.4,594536.74,225387.11,None,11,None,Switzerland,*,387,387,SBB CFF FFS,None,"7.36655630053, 47.1794153391","7.39817611336, 47.1887654465"
SBB_PIE_LEN,SBB,7,Biel Mett - Solothurn,STRECKE,PIE,Pieterlen,LEN,Lengnau,83543,Pieterlen,Ident,200,435.6,592537.48,224500.99,None,11,*,Switzerland,*,392,392,SBB CFF FFS,None,"7.34019644684, 47.1714251426","7.36655630053, 47.1794153391"
SBB_AX_LSA,SBB,9,Daillens - Vallorbe Frontière,STRECKE,AX,Arnex,LSA,La Sarraz,18958,Arnex-sur-Orbe,Ident,1107,553,529656.15,172286.88,None,11,None,Switzerland,*,5743,5743,SBB CFF FFS,None,"6.51890509252, 46.6980742045","6.51736498943, 46.6587843159"
SBB_LSA_DAIL,SBB,9,Daillens - Vallorbe Frontière,STRECKE,LSA,La Sarraz,DAIL,Daillens,18958,La Sarraz,Ident,1108,485.2,529486.99,167920.84,None,11,*,Switzerland,*,5498,5498,SBB CFF FFS,None,"6.51736498943, 46.6587843159","6.54248539075, 46.6322842534"
SBB_COTD_AUV,SBB,10,Auvernier - Les Verrières Frontière,STRECKE,COTD,Cottendart (embr),AUV,Auvernier,21828,Milvignes,Ident,4339,529.9,554880.9,202417.21,None,11,*,Switzerland,None,6416,6416,SBB CFF FFS,None,"6.84571388957, 46.9712859128","6.87771348331, 46.979635836"
