PID,ISB,Strecke_Nummer,Strecke_Bezeichnung,Strecke_Art,BP_Von_Abschnitt,BP_Von_Abschnitt_Bezeichnung,BP_Bis_Abschnitt,BP_Bis_Abschnitt_Bezeichnung,Anzahl_Zuege,gdname,gd_ident,didok,KOORDZ,KOORDY,KOORDX,Reiner Betriebspunkt,TU Nummer,Bedienpunkt Cargo,land,Haltestelle,Gde Nummer,gdnr,TU Abkuerzung,Tarifhaltestelle,geopos_von,geopos_bis
STB_NGG_LPN,STB,19,Flamatt - Laupen,STRECKE,NGG,Neuenegg,LPN,Laupen,27883,Wünnewil-Flamatt,div,4192,523.1,589424.5,193679.03,None,85,*,Switzerland,*,670,2309,STB,None,"7.29986003353, 46.8941384582","7.23802048739, 46.9025982779"
THURBO_KHFN_KHF,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,KHFN,Kehlhof Nord,KHF,Kehlhof,30518,Berg (TG),Ident,19189,549,731272.85,271441.2,*,11,None,Switzerland,None,4891,4891,SBB CFF FFS,None,"9.18363957873, 47.5805337987","9.16974938276, 47.5721936909"
THURBO_OPP_BNG,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,OPP,Oppikon,BNG,Bussnang,17999,Bussnang,Ident,6185,488.4,722195.02,268079.93,None,65,None,Switzerland,*,4921,4921,THURBO,None,"9.06207883249, 47.5520632901","9.08412878591, 47.5560835655"
THURBO_TAEM_KRB,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,TAEM,Tägerwilen Dorf,KRB,Kreuzlingen Bernrain,30908,Tägerwilen,Ident,6198,422.5,727778.63,279504.6,None,65,None,Switzerland,*,4696,4696,THURBO,None,"9.13952917558, 47.6537246143","9.1631696098, 47.6421244357"
THURBO_TAEN_BTW,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,TAEN,Tägerschen,BTW,Bettwiesen,17992,Tobel-Tägerschen,Ident,6168,533.8,719483.2,263276.78,None,65,None,Switzerland,*,4776,4776,THURBO,None,"9.0247701373, 47.5093727093","9.02075025722, 47.4986224407"
THURBO_TAMO_TAEM,THURBO,80,Wil - Weinfelden - Tägermoos,STRECKE,TAMO,Tägermoos (Abzw),TAEM,Tägerwilen Dorf,30908,Tägerwilen,Ident,16163,401.3,728528.56,279885.72,*,11,None,Switzerland,None,4696,4696,SBB CFF FFS,None,"9.14961923445, 47.657004699","9.13952917558, 47.6537246143"
SBB_FF_FFPP,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,FF,Frauenfeld,FFPP,Frauenfeld Paketpost,7,Frauenfeld,Ident,6100,405.2,709722.47,268513.29,None,11,*,Switzerland,*,4566,4566,SBB CFF FFS,None,"8.8965186819, 47.5581628383","8.92138835011, 47.5713030755"
SBB_ROM_LUY,SBB,21,Lausanne - Fribourg - Bern Steigerhubel,STRECKE,ROM,Romont,LUY,Lussy FR,4493,Romont (FR),Ident,4023,707.4,559702.99,171501.65,None,11,*,Switzerland,*,2096,2096,SBB CFF FFS,None,"6.91181457981, 46.6935075971","6.93851421491, 46.7092678177"
SBB_TOEM_TOST,SBB,62,Zürich Oerlikon / Zürich Seebach - Zürich Flughafen / Kloten - Winterthur West,STRECKE,TOEM,Tössmühle,TOST,Tössmühle Ost,12795,Winterthur,Ident,15178,460.2,695584.49,258392.6,*,11,None,Switzerland,None,230,230,SBB CFF FFS,None,"8.7065279893, 47.4693613135","8.70611790575, 47.4775612805"
SBB_SIE_PRAM,SBB,90,St. Maurice - Visp,STRECKE,SIE,Sierre/Siders,PRAM,Pramont,3205,Sierre,Ident,1509,533.6,607257.69,126748.31,None,11,*,Switzerland,*,6248,6248,SBB CFF FFS,None,"7.53282632909, 46.2921087755","7.46780719577, 46.2679896629"
SBB_RBLE_RBLW,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLE,RBL E-Gruppe,RBLW,RBL West,8,Spreitenbach,Ident,3034,393.1,670269.91,253337.44,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.36997807573, 47.4270897562","8.37761814466, 47.4228197766"
SBB_SILB_RBLL,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,SILB,Silberen (Abzw),RBLL,RBL L-Gruppe,21,Spreitenbach,Ident,15592,390.4,671557.94,252714.63,None,11,*,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.38694816601, 47.4213498066","8.39370812365, 47.4160898679"
SBB_GESE_GEVO,SBB,118,Genf,KNOTEN,GESE,Genève-Sécheron,GEVO,Genève Voie-Creuse,8465,Genève,Ident,16283,390.4,500153.08,119825.45,None,11,None,Switzerland,*,6621,6621,SBB CFF FFS,None,"6.14454714955, 46.2224480511","6.14441708939, 46.217108108"
SBB_GEVO_GE,SBB,118,Genf,KNOTEN,GEVO,Genève Voie-Creuse,GE,Genève,8799,Genève,Ident,19692,391.3,500133.24,119232.08,*,11,None,Switzerland,None,6621,6621,SBB CFF FFS,None,"6.14441708939, 46.217108108","6.14244720798, 46.2102181244"
SBB_LTF_LTO,SBB,102,Lausanne Triage,KNOTEN,LTF,Lausanne-Triage F,LTO,Lausanne-Triage Ouest,4,Lonay,Ident,1150,392.1,530260.12,153073.53,*,11,None,Switzerland,None,5638,5638,SBB CFF FFS,None,"6.5297163272, 46.5253147939","6.52358642607, 46.5241546726"
SBB_RBLR_RBLK,SBB,112,RB Limmattal inkl. Zürich Mülligen,KNOTEN,RBLR,RBL R-Gruppe,RBLK,RBL Kopf Killwangen,1,Spreitenbach,Ident,3549,388.9,671377.15,252562.34,*,11,None,Switzerland,None,4040,4040,SBB CFF FFS,None,"8.38452815089, 47.4199998132","8.3642780335, 47.42938987"
SBB_DENA_DENB,SBB,1,Genève Aéroport - Lausanne,STRECKE,DENA,Denges A (bif),DENB,Denges B (bif),121437,Echandens,Ident,15322,408.7,531193.85,153666.43,*,11,None,Switzerland,None,5633,5633,SBB CFF FFS,None,"6.54179613744, 46.5307447557","6.54435612724, 46.5307647794"
SBB_ETOY_STP,SBB,1,Genève Aéroport - Lausanne,STRECKE,ETOY,Etoy,STP,St-Prex,122043,Etoy,Ident,1042,405.7,522317.83,147595.54,None,11,None,Switzerland,*,5636,5636,SBB CFF FFS,None,"6.42713678185, 46.4751647877","6.45590656797, 46.4823045996"
SBB_FOU_CEL,SBB,1,Genève Aéroport - Lausanne,STRECKE,FOU,Founex,CEL,Céligny,98357,Founex,Ident,1016,391.8,504414.6,132347.14,*,11,None,Switzerland,None,5717,5717,SBB CFF FFS,None,"6.19719903658, 46.3356940459","6.20008880401, 46.3479737372"
SBB_PFZ_KN,SBB,66,Effretikon - Wetzikon - Bäretswil Tobel,STRECKE,PFZ,Pfäffikon ZH,KN,Kempten,27764,Pfäffikon,Ident,3301,547.7,701676.68,247120.68,None,11,*,Switzerland,*,177,177,SBB CFF FFS,None,"8.78475885756, 47.3670815386","8.80468891317, 47.3320316682"
SBB_KOL_RN,SBB,67,Winterthur Grüze - Bauma - Rüti,STRECKE,KOL,Kollbrunn,RN,Rikon,28701,Zell (ZH),Ident,6004,493.3,700689.87,257249.64,None,11,*,Switzerland,*,231,231,SBB CFF FFS,None,"8.77397877477, 47.4583212319","8.79628887412, 47.4450014997"
SBB_WSEE_SKY,SBB,67,Winterthur Grüze - Bauma - Rüti,STRECKE,WSEE,Winterthur Seen,SKY,Sennhof-Kyburg,29356,Winterthur,Ident,6002,468.2,700091.46,260476.6,None,11,None,Switzerland,*,230,230,SBB CFF FFS,None,"8.76676851975, 47.4874315792","8.76031861661, 47.4651713237"
SBB_BUE_EMB,SBB,68,Winterthur West - Bülach,STRECKE,BUE,Bülach,EMB,Embrach-Rorbas,27580,Bülach,Ident,3400,428.1,682658.07,264266.85,None,11,*,Switzerland,*,53,53,SBB CFF FFS,None,"8.53617621487, 47.5239400689","8.58703631346, 47.5205904433"
SBB_EMB_PFU,SBB,68,Winterthur West - Bülach,STRECKE,EMB,Embrach-Rorbas,PFU,Pfungen,27589,Embrach,Ident,6041,423.4,686493.59,263949.27,None,11,*,Switzerland,*,56,56,SBB CFF FFS,None,"8.58703631346, 47.5205904433","8.64659664207, 47.5160309658"
SBB_AN_HGT,SBB,69,Winterthur - Neuhausen,STRECKE,AN,Andelfingen,HGT,Henggart,41725,Andelfingen,Ident,6047,402.7,693212.25,272188.25,None,11,*,Switzerland,*,30,30,SBB CFF FFS,None,"8.67795632431, 47.5937614853","8.68503665931, 47.5642514856"
SBB_MEDE_AN,SBB,69,Winterthur - Neuhausen,STRECKE,MEDE,Meder (Verzw),AN,Andelfingen,41725,Marthalen,Ident,15722,402.5,692094.41,275076.49,*,11,None,Switzerland,None,35,35,SBB CFF FFS,None,"8.6636956761, 47.6198916659","8.67795632431, 47.5937614853"
SBB_ALG_UZW,SBB,71,Winterthur - Wil - St.Gallen,STRECKE,ALG,Algetshausen-Henau,UZW,Uzwil,68269,Uzwil,Ident,6220,555.2,726039.88,256647.99,None,11,None,Switzerland,*,3408,3408,SBB CFF FFS,None,"9.10991031086, 47.4485423805","9.13096057522, 47.4364423576"
SBB_EL_AD,SBB,71,Winterthur - Wil - St.Gallen,STRECKE,EL,Elgg,AD,Aadorf,67323,Elgg,Ident,6014,507.1,707348.99,261838.36,None,11,*,Switzerland,*,294,294,SBB CFF FFS,None,"8.86337855683, 47.4985321547","8.90326896792, 47.4881221888"
SBB_SCHZ_ALG,SBB,71,Winterthur - Wil - St.Gallen,STRECKE,SCHZ,Schwarzenbach SG,ALG,Algetshausen-Henau,68269,Jonschwil,Ident,6207,540.1,722917.63,256208.61,None,11,*,Switzerland,*,3405,3405,SBB CFF FFS,None,"9.06840042606, 47.44518222","9.10991031086, 47.4485423805"
SBB_SGBR_SGW,SBB,71,Winterthur - Wil - St.Gallen,STRECKE,SGBR,St. Gallen Bruggen,SGW,St. Gallen West (Abzw),88851,St. Gallen,Ident,6301,651.7,742717.97,252429.26,None,11,None,Switzerland,*,3203,3203,SBB CFF FFS,None,"9.32963223738, 47.4072029598","9.35948254422, 47.4163633116"
SBB_WHE_RAET,SBB,71,Winterthur - Wil - St.Gallen,STRECKE,WHE,Winterthur Hegi,RAET,Räterschen,67267,Winterthur,Ident,16218,461.2,700254.71,262050.66,None,11,*,Switzerland,*,230,230,SBB CFF FFS,None,"8.76928852015, 47.5015616141","8.79497845002, 47.4986717767"
SBB_GOLO_RSST,SBB,72,St.Gallen - Rorschach - St.Margrethen,STRECKE,GOLO,Goldach Ost,RSST,Rorschach Stadt,59012,Goldach,Ident,18085,428,753832.14,260299.76,*,11,None,Switzerland,None,3213,3213,SBB CFF FFS,None,"9.47954294384, 47.4754635241","9.48971322336, 47.4754535915"
SBB_MOER_HOT,SBB,72,St.Gallen - Rorschach - St.Margrethen,STRECKE,MOER,Mörschwil,HOT,Horchental,59033,Mörschwil,Ident,6304,542.5,748922.22,260097.3,None,11,None,Switzerland,*,3214,3214,SBB CFF FFS,None,"9.41436259761, 47.4747736477","9.44055274377, 47.4735335206"
SBB_RSST_RS,SBB,72,St.Gallen - Rorschach - St.Margrethen,STRECKE,RSST,Rorschach Stadt,RS,Rorschach,59012,Rorschach,Ident,6322,413.2,754598.57,260318.65,None,11,None,Switzerland,*,3215,3215,SBB CFF FFS,None,"9.48971322336, 47.4754535915","9.50512325593, 47.4780035904"
SBB_SGF_SGFN,SBB,72,St.Gallen - Rorschach - St.Margrethen,STRECKE,SGF,St. Gallen St. Fiden,SGFN,St. Gallen St. Fiden Nord,59033,St. Gallen,Ident,6303,645.7,747455.67,255586.16,None,11,*,Switzerland,*,3203,3203,SBB CFF FFS,None,"9.39342305495, 47.4345435466","9.39802279602, 47.4424334714"
SBB_SGFN_MOER,SBB,72,St.Gallen - Rorschach - St.Margrethen,STRECKE,SGFN,St. Gallen St. Fiden Nord,MOER,Mörschwil,59033,St. Gallen,Ident,18121,624.6,747780.66,256471.78,*,82,None,Switzerland,None,3203,3203,SOB-sob,None,"9.39802279602, 47.4424334714","9.41436259761, 47.4747736477"
SBB_BGL_SLG,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,BGL,Bürglen,SLG,Sulgen,54163,Bürglen (TG),Ident,6106,440,728806.79,267891.31,None,11,*,Switzerland,*,4911,4911,SBB CFF FFS,None,"9.14983946316, 47.5491035354","9.18365997556, 47.5388033367"
SBB_ERL_OA,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,ERL,Erlen,OA,Oberaach,35085,Erlen,Ident,6107,449.2,734546.21,268281.82,None,11,*,Switzerland,*,4476,4476,SBB CFF FFS,None,"9.22618076512, 47.5514637949","9.2709112514, 47.5532239984"
SBB_OWTO_OWTP,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,OWTO,Oberwinterthur Ost,OWTP,Oberwinterthur SA Pünten,2927,Winterthur,Ident,19604,456.8,699851.11,263191.45,*,11,None,Switzerland,None,230,230,SBB CFF FFS,None,"8.76418841314, 47.5118816983","8.77219834811, 47.5221519396"
SBB_RHVL_RHS,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,RHVL,Romanshorn VL,RHS,Romanshorn Süd (Abzw),600,Romanshorn,Ident,6146,400.6,745785.66,269330.61,*,11,None,Switzerland,None,4436,4436,SBB CFF FFS,None,"9.37579165059, 47.5584940492","9.3777816722, 47.5552640545"
SBB_RIK_ISL,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,RIK,Rickenbach-Attikon,ISL,Islikon,58201,Wiesendangen,div,6018,471.8,701685.4,265832.74,None,11,*,Switzerland,*,225,298,SBB CFF FFS,None,"8.78913810638, 47.5353521808","8.84616782867, 47.5478327146"
SBB_WD_RIK,SBB,73,Winterthur - Romanshorn / Romanshorn Süd,STRECKE,WD,Wiesendangen,RIK,Rickenbach-Attikon,58199,Wiesendangen,Ident,6017,469.9,700714.74,264725.18,None,11,None,Switzerland,*,298,298,SBB CFF FFS,None,"8.77599827382, 47.5255420092","8.78913810638, 47.5353521808"
SBB_RSHF_RS,SBB,74,Romanshorn - Rorschach,STRECKE,RSHF,Rorschach Hafen,RS,Rorschach,28308,Rorschach,Ident,6306,398,754829.02,260675.04,None,11,None,Switzerland,*,3215,3215,SBB CFF FFS,None,"9.49289304139, 47.4786036156","9.50512325593, 47.4780035904"
SBB_ALT_ORT,SBB,75,St.Margrethen - Buchs,STRECKE,ALT,Altstätten SG,ORT,Oberriet,28317,Altstätten,Ident,6319,429.6,759935.61,249202.3,None,11,*,Switzerland,*,3251,3251,SBB CFF FFS,None,"9.55650591014, 47.3742319654","9.57136509924, 47.3234825871"
SBB_HEBG_REB,SBB,75,St.Margrethen - Buchs,STRECKE,HEBG,Heerbrugg,REB,Rebstein-Marbach,43242,Au (SG),Ident,6317,405.9,765164.23,253367.73,None,11,*,Switzerland,*,3231,3231,SBB CFF FFS,None,"9.62724684546, 47.4103918125","9.58674602111, 47.3926417071"
SBB_SAS_HAG,SBB,75,St.Margrethen - Buchs,STRECKE,SAS,Salez-Sennwald,HAG,Haag-Gams,28345,Sennwald,Ident,9402,436.5,756232.47,234334.69,None,11,*,Switzerland,*,3274,3274,SBB CFF FFS,None,"9.50231353718, 47.2414415825","9.47885276596, 47.2073516442"
SBB_ARN_GSSO,SBB,76,Gossau - Sulgen,STRECKE,ARN,Arnegg,GSSO,Gossau-Sommerau (Agl),18921,Gossau (SG),Ident,6211,621.5,736769.88,256159.02,None,11,*,Switzerland,*,3443,3443,SBB CFF FFS,None,"9.25199118127, 47.4420024539","9.24064130657, 47.4200922626"
SBB_SIT_BZS,SBB,76,Gossau - Sulgen,STRECKE,SIT,Sitterdorf,BZS,Bischofszell Stadt,19511,Zihlschlacht-Sitterdorf,Ident,6214,484.6,736379.94,263181.15,None,11,None,Switzerland,*,4511,4511,SBB CFF FFS,None,"9.24897116589, 47.505223345","9.24145088927, 47.4921431184"
SBB_BOL_SCME,SBB,77,Wil - Lichtensteig - Wattwil - Rapperswil,STRECKE,BOL,Bollingen,SCME,Schmerikon,28890,Rapperswil-Jona,Ident,3114,410.2,709114.16,230603.27,*,11,None,Switzerland,None,3340,3340,SBB CFF FFS,None,"8.87919005024, 47.2173516994","8.94335990136, 47.2251515632"
SBB_WISD_BAZZ,SBB,77,Wil - Lichtensteig - Wattwil - Rapperswil,STRECKE,WISD,Wil Süd,BAZZ,Bazenheid ZAB (Agl),27617,Rickenbach (TG),Ident,18718,560.1,721027.74,257061.54,*,11,None,Switzerland,None,4751,4751,SBB CFF FFS,None,"9.04358059373, 47.4532022747","9.07274044182, 47.4187920841"
SBB_BOT_MSCH,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,BOT,Bottighofen,MSCH,Münsterlingen-Scherzingen,36188,Bottighofen,Ident,6127,405,733334.37,278180.69,None,11,None,Switzerland,*,4643,4643,SBB CFF FFS,None,"9.21306030329, 47.6407144068","9.22698048803, 47.6334342888"
SBB_KOGA_KR,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,KOGA,Konstanz Grenze (Abzw),KR,Kreuzlingen,49330,None,div,18729,-9999,730576.43,279640.46,None,11,*,Switzerland,None,None,None,SBB CFF FFS,None,"9.1767996777, 47.654394664","9.16904951271, 47.6525646223"
SBB_KR_KRH,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,KR,Kreuzlingen,KRH,Kreuzlingen Hafen,30673,Kreuzlingen,Ident,6131,403.7,729998.8,279424.15,None,11,*,Switzerland,*,4671,4671,SBB CFF FFS,None,"9.16904951271, 47.6525646223","9.18193974287, 47.649174533"
SBB_SCHN_EW,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,SCHN,Schlattingen,EW,Etzwilen,29164,Basadingen-Schlattingen,Ident,3429,426.5,700026.67,280403.67,None,11,None,Switzerland,*,4536,4536,SBB CFF FFS,None,"8.77039683273, 47.6666325328","8.81857761019, 47.6611427031"
SBB_TAEG_TAMO,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,TAEG,Tägerwilen-Gottlieben,TAMO,Tägermoos (Abzw),29377,Tägerwilen,Ident,6132,403.8,727269.46,280149.78,None,11,*,Switzerland,*,4696,4696,SBB CFF FFS,None,"9.13293900769, 47.6596246775","9.14961923445, 47.657004699"
SBB_TAMO_KR,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,TAMO,Tägermoos (Abzw),KR,Kreuzlingen,60285,Tägerwilen,Ident,16163,401.3,728528.56,279885.72,*,11,None,Switzerland,None,4696,4696,SBB CFF FFS,None,"9.14961923445, 47.657004699","9.16904951271, 47.6525646223"
SBB_UTW_RH,SBB,79,Schaffhausen - Kreuzlingen - Romanshorn,STRECKE,UTW,Uttwil,RH,Romanshorn,36215,Uttwil,Ident,6122,406.1,742993.71,272324.24,None,11,None,Switzerland,*,4451,4451,SBB CFF FFS,None,"9.33967133622, 47.5860238683","9.37935155893, 47.5655340965"
SBB_AGIP_CABV,SBB,81,Monthey - St. Gingolph,STRECKE,AGIP,Monthey Agip (embr),CABV,Monthey Centre agr Bas-V (embr,11979,Collombey-Muraz,Ident,1435,387,561259.89,126489.47,None,11,*,Switzerland,None,6152,6152,SBB CFF FFS,None,"6.93594826232, 46.2886973766","6.94190864113, 46.2807073385"
SBB_BOU_EVOU,SBB,81,Monthey - St. Gingolph,STRECKE,BOU,Bouveret,EVOU,Les Evouettes,11980,Port-Valais,Ident,1426,374.2,554966.66,137328.57,None,11,*,Switzerland,*,6154,6154,SBB CFF FFS,None,"6.85323750707, 46.3858059844","6.87946805143, 46.3628570443"
SBB_STGI_BOU,SBB,81,Monthey - St. Gingolph,STRECKE,STGI,St-Gingolph (Suisse),BOU,Bouveret,11969,Saint-Gingolph,Ident,1428,393.4,551329.92,138041.74,None,11,None,Switzerland,*,6155,6155,SBB CFF FFS,None,"6.80588920173, 46.3919666582","6.85323750707, 46.3858059844"
SBB_FSMF_POZZ,SBB,85,(Erstfeld) - GBT - (Bodio),STRECKE,FSMF,Faido SMF,POZZ,Pozzo Negro (dira),19639,Faido,Ident,18304,1630.2,705320.04,150534.82,None,11,*,Switzerland,None,5072,5072,SBB CFF FFS,None,"8.81062641814, 46.4978431273","8.92540576442, 46.3725953199"
SBB_POZZ_POLS,SBB,85,(Erstfeld) - GBT - (Bodio),STRECKE,POZZ,Pozzo Negro (dira),POLS,Pollegio binario di sorpasso,18948,Personico,div,15715,311.9,714393.86,136774.67,None,11,*,Switzerland,None,5064,5076,SBB CFF FFS,None,"8.92540576442, 46.3725953199","8.95108499338, 46.3594057294"
SBB_AP_RO,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,AP,Ambrì-Piotta,RO,Rodi-Fiesso,14117,Quinto,Ident,5202,988,696049.57,151799.62,None,11,*,Switzerland,*,5079,5079,SBB CFF FFS,None,"8.69014579854, 46.5106133628","8.74015625908, 46.4902531765"
SBB_ER_AS,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,ER,Erstfeld,AS,Amsteg-Silenen,11443,Erstfeld,Ident,5114,472.3,692470.2,186179.34,None,11,*,Switzerland,*,1206,1206,SBB CFF FFS,None,"8.65043247448, 46.8203436434","8.67209299092, 46.7810134539"
SBB_GOTN_GOTS,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,GOTN,Gotthard Nord (Spw),GOTS,Gottardo Sud (c bin),11137,Andermatt,Ident,5141,1999.9,688401.88,164024.31,*,11,None,Switzerland,None,1202,1202,SBB CFF FFS,None,"8.59285578947, 46.6216232581","8.5983762867, 46.5682231237"
SBB_PIA_GIOC,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,PIA,Pianotondo (c bin),GIOC,Giornico (c bin),14155,Giornico,div,5244,501.8,709336.9,142040.95,*,11,None,Switzerland,None,5072,5073,SBB CFF FFS,None,"8.86093643017, 46.4208040958","8.86918659394, 46.4069843978"
SBB_RO_PARD,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,RO,Rodi-Fiesso,PARD,Pardorea (c bin),14116,Prato (Leventina),Ident,5203,942.3,699924.93,149599.03,None,11,*,Switzerland,None,5078,5078,SBB CFF FFS,None,"8.74015625908, 46.4902531765","8.76473644438, 46.4889730017"
SBB_BIA_GIDI,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,BIA,Biasca,GIDI,Giustizia (dira),33272,Biasca,Ident,5209,292.8,718189.81,134556.3,None,11,*,Switzerland,*,5281,5281,SBB CFF FFS,None,"8.97416466057, 46.3519856496","8.98218498269, 46.3235356962"
SBB_CASN_CLA,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,CASN,Castione Nord (c bin),CLA,Claro,52021,Arbedo-Castione,div,18908,242.4,723188.56,121867.57,*,11,None,Switzerland,None,5002,5001,SBB CFF FFS,None,"9.03573518216, 46.2369674285","9.01704553187, 46.2531874628"
SBB_GIDI_OS,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,GIDI,Giustizia (dira),OS,Osogna-Cresciano,52213,Riviera,Ident,15717,272.9,718869.28,131406.39,None,11,*,Switzerland,None,5287,5287,SBB CFF FFS,None,"8.98218498269, 46.3235356962","8.99413467141, 46.2992770005"
SBB_LAM_LAMC,SBB,88,Giubiasco - BergSTRECKE - Lugano,STRECKE,LAM,Lamone-Cadempino,LAMC,Lamone (c bin),56796,Lamone,Ident,5219,318.9,715614.61,99787.93,None,11,None,Switzerland,*,5189,5189,SBB CFF FFS,None,"8.93211743147, 46.0397289582","8.93462786171, 46.0245191037"
SBB_AI_SORD,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,AI,Airolo,SORD,Sordo (c bin),14080,Airolo,Ident,5201,1141.7,689763.36,153582.6,None,11,*,Switzerland,*,5061,5061,SBB CFF FFS,None,"8.60859671638, 46.5275229697","8.64755647828, 46.5175630086"
SBB_AS_ZGRG,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,AS,Amsteg-Silenen,ZGRG,Zgraggen (Spw),11443,Silenen,Ident,5115,544.4,694191.67,181833.37,None,11,*,Switzerland,None,1216,1216,SBB CFF FFS,None,"8.67209299092, 46.7810134539","8.64667416726, 46.7577132696"
SBB_GOTS_AI,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,GOTS,Gottardo Sud (c bin),AI,Airolo,11137,Airolo,Ident,5240,2426.4,688912.4,158094.92,*,11,None,Switzerland,None,5061,5061,SBB CFF FFS,None,"8.5983762867, 46.5682231237","8.60859671638, 46.5275229697"
SBB_WAS_EGW,SBB,86,Erstfeld - Airolo - Bodio,STRECKE,WAS,Wassen,EGW,Eggwald (Spw),11439,Wassen,Ident,5118,928.3,688589.83,172923.52,None,11,*,Switzerland,None,1220,1220,SBB CFF FFS,None,"8.59702456812, 46.7016426619","8.59389458062, 46.6986827266"
SBB_BIA_POLN,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,BIA,Biasca,POLN,Pollegio Nord (dira),14784,Biasca,Ident,5209,292.8,718189.81,134556.3,None,11,*,Switzerland,*,5281,5281,SBB CFF FFS,None,"8.97416466057, 46.3519856496","8.93215543841, 46.3680055021"
SBB_CAST_BELN,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,CAST,Castione-Arbedo,BELN,Bellinzona Nord (bif),66013,Arbedo-Castione,Ident,5212,240.8,723651.63,120575,None,11,*,Switzerland,*,5001,5001,SBB CFF FFS,None,"9.04139471159, 46.2252574235","9.04004462804, 46.2123874746"
SBB_CAST_CASN,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,CAST,Castione-Arbedo,CASN,Castione Nord (c bin),52024,Arbedo-Castione,Ident,5212,240.8,723651.63,120575,None,11,*,Switzerland,*,5001,5001,SBB CFF FFS,None,"9.04139471159, 46.2252574235","9.03573518216, 46.2369674285"
SBB_OS_CLA,SBB,87,Bodio - Bellinzona - Giubiasco,STRECKE,OS,Osogna-Cresciano,CLA,Claro,52194,Riviera,Ident,5210,263.8,719842.88,128728.38,None,11,*,Switzerland,None,5287,5287,SBB CFF FFS,None,"8.99413467141, 46.2992770005","9.01704553187, 46.2531874628"
SBB_MEZ_MEZC,SBB,88,Giubiasco - BergSTRECKE - Lugano,STRECKE,MEZ,Mezzovico,MEZC,Mezzovico (c bin),56613,Mezzovico-Vira,Ident,5217,416.3,715226.19,105846.79,None,11,None,Switzerland,*,5199,5199,SBB CFF FFS,None,"8.92858750125, 46.094288156","8.92279784176, 46.0849181414"
SBB_MEZC_SIGI,SBB,88,Giubiasco - BergSTRECKE - Lugano,STRECKE,MEZC,Mezzovico (c bin),SIGI,Sigirino,56613,Monteceneri,Ident,5248,398.4,714798.2,104796.86,*,11,None,Switzerland,None,5238,5238,SBB CFF FFS,None,"8.92279784176, 46.0849181414","8.92844750048, 46.0754986284"
SBB_VIGA_GIUE,SBB,88,Giubiasco - BergSTRECKE - Lugano,STRECKE,VIGA,Vigana (c bin),GIUE,Giubiasco Est (c bin),56536,Sant'Antonino,Ident,5246,311.2,719146.9,112196.8,*,11,None,Switzerland,None,5017,5017,SBB CFF FFS,None,"8.98088581095, 46.1507178373","9.00130530978, 46.1666075674"
SBB_GIUN_BELD,SBB,89,Giubiasco - CBT - Lugano,STRECKE,GIUN,Giubiasco Nord,BELD,Bellinzona Sud,84911,Bellinzona,Ident,18308,227.6,721935.79,115917,*,11,None,Switzerland,None,5002,5002,SBB CFF FFS,None,"9.01794499797, 46.183677508","9.02344492045, 46.1890274407"
SBB_CHAR_SAX,SBB,90,St. Maurice - Visp,STRECKE,CHAR,Charrat-Fully,SAX,Saxon,54578,Charrat,Ident,1501,460.7,575870.38,108415.4,None,11,*,Switzerland,*,6132,6132,SBB CFF FFS,None,"7.12646974331, 46.1267972117","7.17342923713, 46.1493784187"
